#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_rr,0.09723376809745027,0.00125248310443625,0.0013185062893698585,$R_b / R_\star$,
b_rsuma,0.010213114452696957,0.00015976758002039966,0.0003078919415289757,$(R_\star + R_b) / a_b$,
b_cosi,0.0029478476736557527,0.0005490476989244222,0.0008402654313083248,$\cos{i_b}$,
b_epoch,2261.3317344633033,0.0005771408800683275,0.0005655547502101399,$T_{0;b}$,BJD
b_period,92.49155078978771,4.857527406443296e-05,8.304158795624517e-05,$P_b$,days
host_ldc_q1_TESS,0.2331364074167703,0.08709932680756949,0.1628587532347646,$q_{1; \mathrm{TESS}}$,
host_ldc_q2_TESS,0.5344406132564238,0.23968108645211045,0.28217377211069916,$q_{2; \mathrm{TESS}}$,
ln_err_flux_TESS,-5.00040663478272,0.0006526023917468038,0.0003045742380161087,$\log{\sigma_\mathrm{TESS}}$,$\log{ \mathrm{rel. flux.} }$
baseline_offset_flux_TESS,-0.001413923166111071,0.00016669377719136127,0.0001665550973210014,$\mathrm{gp: \log{\sigma} (TESS)}$,
