#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_rr,0.10773577665870485,0.009291571620014205,0.011060735337327404,$R_b / R_\star$,
b_rsuma,0.011019521337246138,0.002721668068030418,0.0025892592611621752,$(R_\star + R_b) / a_b$,
b_cosi,0.003168822315686742,0.002110076356625595,0.0017158247073211694,$\cos{i_b}$,
b_epoch,2458798.601154609,0.03750526672229171,0.044814381282776594,$T_{0;b}$,BJD
b_period,92.43584401557557,1.6355444753289845,1.692943132443574,$P_b$,days
host_ldc_q1_TESS_1800s,0.1678039983330268,0.1237102502136534,0.28809521548031436,$q_{1; \mathrm{TESS_1800s}}$,
host_ldc_q2_TESS_1800s,0.41684643144238603,0.2926647064229304,0.3704274618406274,$q_{2; \mathrm{TESS_1800s}}$,
ln_err_flux_TESS_1800s,-6.538039421497885,0.0747189765288292,0.0941000045743845,$\log{\sigma_\mathrm{TESS_1800s}}$,$\log{ \mathrm{rel. flux.} }$
baseline_offset_flux_TESS_1800s,0.0001826466840079287,0.002136826415001809,0.0019313437503023097,$\mathrm{gp: \log{\sigma} (TESS_1800s)}$,
