# Times (BJD) 	 Norm. Flux. 	 Norm. Flux Err.
2459908.62432738	0.9994340283530176	0.0006044567095959587
2459908.6255310867	0.993676195963496	0.0006028486180856852
2459908.6267347927	1.0005659716469821	0.0006036039993056675
2459908.627938499	1.0008288705937656	0.0006145836733559165
2459908.629142205	0.9988076150617453	0.0006156837985857971
2459908.6303459117	1.0049731163479474	0.0006098960555182353
2459908.6315496177	1.0013181695876423	0.0006085425132878558
2459908.6327417498	0.9983448582415221	0.0006094713801225599
2459908.633933882	0.998922717714336	0.0006110261159873589
2459908.6351260142	1.0015764859569318	0.0006055907531458697
2459908.6363181463	1.0008175695363821	0.005641871101704048
2459908.6375334268	1.0053001728888846	0.0005988317461987527
2459908.6387255588	1.0054242962531998	0.0006059015203658693
2459908.6399292652	1.0030462633671755	0.0006000505820919848
2459908.6411329713	1.001801726850694	0.0006002959800572567
2459908.6423366773	1.0014865879844717	0.0006083644377805383
2459908.643540384	1.0012142060466709	0.0006060084498436251
2459908.64474409	1.0055677842711057	0.0005989184575702901
2459908.645936222	1.0024205004912128	0.0005946246246820062
2459908.647128354	1.0028266300180757	0.0005930134372482539
2459908.648320486	1.0036395627270591	0.0006038415560821534
2459908.6495241923	1.0055321558370722	0.0006022728402221211
2459908.6507163243	1.002919529714482	0.0005977832315348408
2459908.6518968823	1.0026337628583868	0.000597945949337618
2459908.6530774403	1.000391401934473	0.0005976300054020404
2459908.654246424	1.0033506017035665	0.0005954280236434129
2459908.655426982	1.0034098032885408	0.0006057531883952511
2459908.65660754	1.0044883045789141	0.0005939560974090783
2459908.657799672	1.00206456961981	0.0005906317199997351
2459908.658991804	0.9990590029703308	0.005553545425534635
2459908.660183936	0.9965166556491356	0.0005970214807453967
2459908.661376068	0.9965350266788796	0.0006053882014905744
2459908.662556626	0.9997677309418721	0.0006022740039735305
2459908.663748758	0.9963131221694793	0.0006141685174182046
2459908.66494089	0.9926098075794986	0.0005990508561081523
2459908.666133022	0.9926574589502684	0.0005973188571260898
2459908.667325154	0.990831017965045	0.000606598395058066
2459908.66852886	0.9931546144352472	0.0006010345875576706
2459908.669732566	0.9944180615168076	0.0006062605706647843
2459908.670936272	0.9934085635892836	0.0006011831904568938
2459908.672128404	0.9916033043105404	0.000599838513894207
2459908.673320536	0.9930045490044805	0.000598137133347524
2459908.674524242	0.990391293861099	0.0005946198156282779
2459908.675739522	0.9934218275545911	0.0005904989418942957
2459908.676931654	0.9945595149731628	0.0006045422429340372
2459908.6781353597	0.9916865750264641	0.0005943464852069565
2459908.6793274917	0.9932738757130908	0.0006075980120819369
2459908.6805196237	0.991047050651145	0.0005967022903018599
2459908.6817117557	0.9944117763652855	0.000589816374182579
2459908.6829038872	0.9910338985238796	0.0005945036345507683
2459908.6840960192	0.9895610458452931	0.0005858731028400021
2459908.6852881513	0.9919722597142572	0.0005888025090423975
2459908.6864802833	0.9917379245817899	0.0006109261628597456
2459908.687683989	0.9913031760834801	0.000594374345428041
2459908.688876121	0.9875924826674354	0.000594804980164653
2459908.690079827	0.989882789932964	0.000589243981038909
2459908.691271959	0.9925103705421693	0.0005904074883206083
2459908.6924756644	0.9921332366856127	0.0005944805247589876
2459908.6936677964	0.9907067094475874	0.0005756217799017734
2459908.6948715025	0.991576616943093	0.0005908969078281972
2459908.696063634	0.9903233272843929	0.0005897450055556447
2459908.697255766	0.9899996638840065	0.005450473935568705
2459908.6984363236	0.9899878383877796	0.00058956376126068
2459908.6996400296	0.9922117007803839	0.0005792282528452967
2459908.700832161	0.9920800693368863	0.005321287453054093
2459908.702024293	0.9914809455412138	0.0005702523543110386
2459908.7032279987	0.9893015915669335	0.0005705802642108885
2459908.7044201307	0.9906273517974844	0.0005559874330842134
