# Times (BJD) 	 Norm. Flux. 	 Norm. Flux Err.
2459538.55894515	1.0013779138265186	0.0042333908187896065
2459538.5593965407	0.9930760069232204	0.00415441787956418
2459538.5598363574	0.991706811287085	0.004160216675638561
2459538.560276174	1.0046035377792064	0.004188302133318336
2459538.5607159906	1.0004858738741016	0.00420135357962514
2459538.561155807	0.9903402891366068	0.00413275382596263
2459538.5615956234	0.9943355961862131	0.004114870994244855
2459538.56203544	0.9995141261258983	0.00416980993432405
2459538.5624752566	1.0039320151769808	0.004195485150189087
2459538.5629150732	1.0030481325446576	0.0041469585957864905
2459538.56335489	1.0067552512319742	0.004124787411147441
2459538.5637947065	1.0004712800550608	0.004127301249764268
2459538.5642345226	0.9906161152144602	0.004233326913973372
2459538.5646743393	1.0079415046518203	0.004147876942664134
2459538.565114156	0.9909095812624313	0.004157271438687045
2459538.5655655465	0.9923490284309878	0.004214427844151474
2459538.566005363	0.994841046606519	0.004055036192181658
2459538.5664451797	0.9964242083204436	0.0041238622266575875
2459538.5668849964	1.000832660731428	0.004099986734364995
2459538.5673248125	0.994685746906553	0.004063245064895968
2459538.567764629	0.9946870554882017	0.004105442633183133
2459538.5681928718	0.9921494402036073	0.0040796456138875075
2459538.5686326884	0.9937113959376402	0.004080729305410455
2459538.5690725045	0.9835823295674115	0.004023532814277872
2459538.569512321	0.9967709604397327	0.0041173085434514966
2459538.569952138	0.9995085520038033	0.004080148671897929
2459538.5703919544	1.0016235955233965	0.004055083321489594
2459538.570831771	0.9943943891799234	0.004024450158330579
2459538.571271587	0.9928222516184383	0.004094428704239389
2459538.571711404	0.9950281989661783	0.00410035110869434
2459538.5721396464	0.9983496804968099	0.003992767045893954
2459538.572579463	0.9955116215686651	0.0040621898520008075
2459538.573019279	0.9979614218458821	0.004107442669815591
2459538.573459096	0.9928723719380818	0.0040121229687461995
2459538.5738989124	0.9946840506871237	0.003960876978793836
2459538.574338729	0.9943547770985282	0.00409643562271656
2459538.5747785456	1.000924719349233	0.00399060355441928
2459538.575218362	0.9985331901610481	0.003992216999913173
2459538.5756581784	0.9902315696978893	0.003986871983162241
2459538.576097995	0.9947292207467936	0.003959933224253486
2459538.5765262377	1.0007760342289855	0.004009011990976722
2459538.576966054	1.0055463902647155	0.003969658569173987
2459538.5774058704	0.9997563536800468	0.004103089674966609
2459538.577845687	0.9951609773202563	0.004049415887384282
2459538.5782855037	0.9987147645024176	0.003916637218143537
2459538.57872532	1.0035475203582602	0.004011986363272688
2459538.5791651364	0.9898677588539829	0.004004037901418408
2459538.579604953	0.9918873862762112	0.003926010903168971
2459538.5800447697	0.9928645729707111	0.00394826566372129
2459538.5804845863	0.9951168995978834	0.003910088235583247
2459538.5809128284	0.9935705194611159	0.0039038164236942603
2459538.581352645	1.0029078841373193	0.003995925548361905
2459538.5817924617	1.0014152729155985	0.004040072080272044
2459538.5822322783	1.0059275420460132	0.004038868378545334
2459538.5826720945	1.0016312152137252	0.003924905800020694
2459538.583111911	0.998740139280917	0.003936792125946124
2459538.5835517277	0.9961759349324658	0.003980678973670287
2459538.5839915443	0.9972608082195453	0.0038842380403137583
2459538.5844313605	0.9898761939568188	0.003950063683092899
2459538.584871177	1.0019575630262452	0.003985038694138756
2459538.5853109937	0.9983525866559764	0.003934374061200893
2459538.5857508103	0.9919787436837695	0.00391122772077031
2459538.586190627	0.9943662296784934	0.003995168861238199
2459538.5866651656	0.9933752665723934	0.003983977603869038
2459538.587104982	0.9919848133743668	0.0038843424754822784
2459538.587544799	0.9923521437961069	0.0038803325930637043
2459538.587984615	0.9986184316430985	0.003897567206866541
2459538.5884244316	0.9990578754171288	0.003938882647166347
2459538.5888642482	0.9827236051262406	0.00382545700443409
2459538.589304065	0.9907869463492771	0.003899503749169012
2459538.589732307	0.9926556467902182	0.003903879088956205
