# Times (BJD) 	 Diff. Mag. 	 Diff. Mag. Err.
2460278.5282543655	-0.0009088759167886926	0.00249656272501722
2460278.5306617743	-0.007677457615649529	0.00227950071715056
2460278.5331039056	-0.0022232854206586184	0.0021687313214612132
2460278.5355344624	0.0009835455701348176	0.0021060323148930703
2460278.5379765932	-0.004358071701105408	0.002233921504576236
2460278.5404071505	-0.00013265768465037502	0.0021188988116658493
2460278.5428492813	0.0008218318955335683	0.0020255130097488723
2460278.545279838	0.0014580593581951717	0.002020001063534937
2460278.5477219694	0.00029147408568338796	0.0020430972793027105
2460278.5501525262	0.00013267389504433998	0.002066125354519613
2460278.552583083	-0.0021976386019296997	0.0020980172633312563
2460278.55501364	-0.002928105738569636	0.002012422419694216
2460278.557455771	-0.0009974877243481089	0.0019941334213040567
2460278.559874754	-0.0011436359404804386	0.0020555440386315306
2460278.5623053107	-0.0009549050138567863	0.002014575891067534
2460278.5647358675	0.0015828143145324752	0.002023154351469518
2460278.56715485	-0.004140820195378442	0.002005463500814097
2460278.5695854067	0.0013168547896043085	0.002081979114055558
2460278.5720159635	-0.0038166047620809647	0.001992997582409812
2460278.5744580943	-9.208459398425514e-05	0.001989100005985128
2460278.576888651	-0.004308638353250071	0.002010399642582021
2460278.579307634	-0.002758783103134852	0.0020220110871056345
2460278.5817497647	-0.001960373185390801	0.002416804856982336
2460278.584168747	-0.00010584816969017194	0.0019827600191023023
2460278.586599304	-0.0010783920095005753	0.002061309934765387
2460278.58902986	-0.0006744805197191453	0.0020243530388960916
2460278.591460417	-0.002621435807221681	0.002011229329575408
2460278.5938793994	-0.0008518369485779431	0.0019781823243676653
2460278.596309956	-0.0038926191348246982	0.0020217145427716067
2460278.5987405125	0.0010503893599822158	0.0020236763324320652
2460278.6011710693	0.0018720942853668176	0.002024359910050724
2460278.6035900516	0.0012938193195889468	0.0020138344511769052
2460278.606020608	0.005430619795973143	0.002017071350501653
2460278.608451165	0.005022266594975299	0.0020966150031631356
2460278.610881721	0.004470440381582686	0.002098541010417264
2460278.6133122775	0.005332232809685086	0.0021530765872419598
2460278.615742834	0.006599863488680677	0.002164051831526851
2460278.61817339	0.008334267593318763	0.002209366360958532
2460278.6205923725	0.007607438886567328	0.002266543729764797
2460278.623022929	0.006669788773866666	0.0023204006651365173
2460278.625453485	0.006487993403180382	0.0023011190189514705
2460278.6278840415	0.008646870730618641	0.0023076332311696215
2460278.630314598	0.005871691339242807	0.0023748421296250844
2460278.632745154	0.01090408722177142	0.002455271873459513
2460278.635164136	0.008102482083419321	0.002470647164733446
2460278.6375946924	0.011284593104263215	0.0024911775154786305
2460278.6400252483	0.008008612331214077	0.0023959209064126157
2460278.6424558046	0.007113851657357314	0.002447398210556859
2460278.6448863605	0.007225304687245356	0.0023938264191014297
2460278.647305343	0.003224495383875834	0.002360386789671686
2460278.6497358987	0.007419370557556279	0.002338014261262293
2460278.6521664546	0.008968059040239758	0.002415371441141664
2460278.654597011	0.008663321012571898	0.002339195432212783
2460278.657015993	0.007889276077584625	0.0023482485608882137
2460278.6594465487	0.007416264789369693	0.0023248469776753072
2460278.6618771045	0.008657086618843348	0.002452088967280646
2460278.6643076604	0.008011137710503033	0.002420948794397729
2460278.6667382163	0.00824306516251819	0.0024461411710665053
2460278.669168772	0.011248340991063296	0.007371840345783601
2460278.671587754	0.010649069798316983	0.0025054278259773327
