##time,flux,flux_err
2.460093935907999985e+06,9.967099999999999849e-01,1.229000000000000058e-03
2.460093936623000074e+06,1.007301000000000002e+00,1.219999999999999947e-03
2.460093937338000163e+06,1.000971999999999973e+00,1.175999999999999962e-03
2.460093938052999787e+06,9.988869999999999694e-01,1.144999999999999967e-03
2.460093938767000102e+06,9.973490000000000411e-01,1.093999999999999920e-03
2.460093939482000191e+06,9.992069999999999563e-01,1.051000000000000068e-03
2.460093940196999814e+06,1.002523999999999971e+00,1.028999999999999967e-03
2.460093940911000129e+06,9.960149999999999837e-01,1.002000000000000069e-03
2.460093941626000218e+06,1.000251999999999919e+00,9.659999999999999533e-04
2.460093942340000067e+06,1.001792999999999934e+00,9.380000000000000317e-04
2.460093943055000156e+06,9.992130000000000178e-01,9.179999999999999792e-04
2.460093943769000005e+06,9.995680000000000121e-01,9.150000000000000147e-04
2.460093944484000094e+06,1.000980999999999899e+00,9.200000000000000278e-04
2.460093945197999943e+06,1.000450000000000061e+00,9.240000000000000166e-04
2.460093945913000032e+06,9.990620000000000056e-01,9.250000000000000409e-04
2.460093946628000122e+06,9.975650000000000350e-01,9.120000000000000502e-04
2.460093947343000211e+06,9.990869999999999473e-01,9.060000000000000128e-04
2.460093948057000060e+06,9.983520000000000172e-01,8.930000000000000221e-04
2.460093948772000149e+06,9.972290000000000321e-01,8.919999999999999978e-04
2.460093949486999772e+06,9.985589999999999744e-01,8.720000000000000537e-04
2.460093950201000087e+06,1.001729000000000092e+00,8.700000000000000051e-04
2.460093950916000176e+06,9.982039999999999802e-01,8.689999999999999808e-04
2.460093951630999800e+06,9.973549999999999915e-01,8.689999999999999808e-04
2.460093952345000114e+06,1.000822000000000100e+00,8.670000000000000406e-04
2.460093953060000204e+06,9.984319999999999862e-01,8.679999999999999565e-04
2.460093953774999827e+06,9.977380000000000138e-01,8.679999999999999565e-04
2.460093954489999916e+06,9.970980000000000398e-01,8.710000000000000294e-04
2.460093955204000231e+06,1.000531000000000059e+00,8.750000000000000182e-04
2.460093955918999854e+06,1.001732999999999985e+00,8.840000000000000201e-04
2.460093956633000169e+06,9.996920000000000250e-01,9.079999999999999530e-04
2.460093957347999793e+06,9.995410000000000128e-01,9.430000000000000448e-04
2.460093958062999882e+06,1.000275000000000025e+00,9.600000000000000243e-04
2.460093958777000196e+06,1.001173000000000091e+00,9.499999999999999981e-04
2.460093959491999820e+06,9.987669999999999604e-01,9.479999999999999495e-04
2.460093960206000134e+06,1.001602000000000103e+00,9.669999999999999776e-04
2.460093960921000224e+06,1.000318000000000040e+00,9.879999999999999460e-04
2.460093961635000072e+06,1.000512000000000068e+00,1.002999999999999985e-03
2.460093962350000162e+06,9.995190000000000463e-01,1.000999999999999937e-03
2.460093963064000010e+06,1.008283000000000040e+00,9.740000000000000394e-04
2.460093963779000100e+06,9.965650000000000341e-01,9.349999999999999587e-04
2.460093964492999949e+06,9.984549999999999814e-01,9.229999999999999923e-04
2.460093965208000038e+06,1.000032999999999950e+00,9.330000000000000186e-04
2.460093965923000127e+06,1.003235000000000099e+00,9.330000000000000186e-04
2.460093966636999976e+06,1.000416999999999890e+00,9.309999999999999699e-04
2.460093967352000065e+06,1.001411000000000051e+00,9.259999999999999568e-04
2.460093968067000154e+06,9.963779999999999859e-01,9.240000000000000166e-04
2.460093968781999778e+06,1.000123000000000095e+00,9.479999999999999495e-04
2.460093969496000092e+06,9.996239999999999570e-01,9.539999999999999869e-04
2.460093970211000182e+06,1.002111999999999892e+00,9.590000000000000000e-04
2.460093970925000031e+06,9.986289999999999889e-01,9.389999999999999476e-04
2.460093971640000120e+06,9.972379999999999578e-01,9.269999999999999811e-04
2.460093972355000209e+06,9.943710000000000049e-01,9.150000000000000147e-04
2.460093973069000058e+06,1.002571000000000101e+00,9.039999999999999642e-04
2.460093973784000147e+06,1.000367999999999924e+00,8.909999999999999734e-04
2.460093974498999771e+06,9.979059999999999597e-01,8.959999999999999866e-04
2.460093975213000085e+06,9.962769999999999682e-01,8.980000000000000352e-04
2.460093975928000174e+06,1.001346999999999987e+00,9.020000000000000240e-04
2.460093976642000023e+06,1.000404999999999989e+00,9.030000000000000483e-04
2.460093977357000113e+06,9.997219999999999995e-01,9.600000000000000243e-04
2.460093978070999961e+06,9.989980000000000526e-01,9.759999999999999796e-04
2.460093978786000051e+06,9.973070000000000546e-01,9.319999999999999942e-04
2.460093979499999899e+06,1.001705999999999985e+00,9.210000000000000521e-04
2.460093980214999989e+06,9.966009999999999591e-01,9.160000000000000390e-04
2.460093980930000078e+06,1.000580999999999943e+00,9.229999999999999923e-04
2.460093981643999927e+06,9.990019999999999456e-01,9.300000000000000541e-04
2.460093982359000016e+06,9.994290000000000118e-01,9.349999999999999587e-04
2.460093983072999865e+06,1.002099000000000073e+00,9.250000000000000409e-04
2.460093983787999954e+06,9.983260000000000467e-01,9.139999999999999904e-04
2.460093984501999803e+06,9.975709999999999855e-01,9.269999999999999811e-04
2.460093985216999892e+06,1.000424999999999898e+00,9.210000000000000521e-04
2.460093985931999981e+06,1.000138999999999889e+00,9.169999999999999549e-04
2.460093986645999830e+06,1.000372999999999957e+00,9.309999999999999699e-04
2.460093987360999919e+06,1.004383999999999943e+00,9.269999999999999811e-04
2.460093988076000009e+06,9.978289999999999660e-01,9.290000000000000297e-04
2.460093988789999858e+06,9.977510000000000545e-01,9.120000000000000502e-04
2.460093989504999947e+06,9.993400000000000061e-01,8.869999999999999846e-04
2.460093990218999796e+06,9.988730000000000109e-01,8.790000000000000070e-04
2.460093990933999885e+06,9.994729999999999448e-01,8.779999999999999827e-04
2.460093991648000199e+06,1.002561000000000035e+00,8.700000000000000051e-04
2.460093992362999823e+06,9.975929999999999520e-01,8.630000000000000518e-04
2.460093993077999912e+06,9.976509999999999545e-01,8.639999999999999677e-04
2.460093993792000227e+06,1.003711000000000020e+00,8.800000000000000313e-04
2.460093994506999850e+06,9.994079999999999631e-01,9.070000000000000371e-04
2.460093995221999940e+06,1.000704000000000038e+00,9.370000000000000074e-04
2.460093995935999788e+06,9.965739999999999599e-01,9.409999999999999962e-04
2.460093996650000103e+06,9.986540000000000417e-01,9.550000000000000112e-04
2.460093997365000192e+06,1.000196000000000085e+00,9.579999999999999757e-04
2.460093998079000041e+06,1.000526999999999944e+00,9.669999999999999776e-04
2.460093998794000130e+06,9.987819999999999476e-01,9.680000000000000019e-04
2.460093999509000219e+06,9.954690000000000483e-01,9.740000000000000394e-04
