#time,flux,flux_err
2092.75898,1.0046727164873597,0.0033047144396804
2092.76037,1.002370906632822,0.0033037102111731
2092.76176,1.0036111500708929,0.0033046356144537
2092.76315,1.0003605402418447,0.0033041485087184
2092.76454,1.0082486309497964,0.0033103539819829
2092.76593,1.0008712691410102,0.0033023792118344
2092.76732,1.0048615768497051,0.0033045575213498
2092.76871,0.9999865055116552,0.0033030544731417
2092.7701,1.0016614464029847,0.0033039010511956
2092.77148,1.0054396532416292,0.003306210410701
2092.77287,1.0024756763409444,0.0033050260799729
2092.77426,1.0031084179055616,0.0033024987918996
2092.77565,1.0019531397644774,0.003301718837025
2092.77704,1.0060563388640953,0.0033086154342585
2092.77843,1.0057581481563624,0.0033054951266779
2092.77982,0.9992283776594996,0.0033024482754231
2092.78121,1.0026003129346857,0.003303652617509
2092.78259,1.003791638852506,0.0033050668348115
2092.78398,1.000614249117626,0.003304648304583
2092.78537,1.007189063716788,0.0033070528400587
2092.78676,1.0043284820855982,0.0033058951097942
2092.78815,1.0004823654838475,0.0033044372091617
2092.78954,1.0037457825819267,0.003304435988957
2092.79093,1.0024296326469155,0.0033023440699376
2092.79232,1.0060491542985412,0.0033071904791542
2092.79371,1.0047039537288989,0.0033069359444439
2092.79509,0.9985238529138256,0.0033032506820651
2092.79648,1.0042546997210826,0.003306050563879
2092.79787,1.0047196972986343,0.0033032084629809
2092.79926,0.9985263518931486,0.0033028616807916
2092.80065,1.00520587372595,0.003307278821978
2092.80204,1.0086309123117527,0.0033073181125708
2092.80343,1.0023626600010556,0.0033020260845804
2092.80482,1.0020502251111811,0.0033044401376531
2092.80621,1.003059188012896,0.0033053796953088
2092.80759,1.0041078222113655,0.0033049130890133
2092.80898,1.0029254926191085,0.0033065208307887
2092.81037,0.9997189897751136,0.0033040335654312
2092.81176,1.0026451071390527,0.0033046829583979
2092.81315,0.9994158635832175,0.0033028448419661
2092.81454,1.0052003759714392,0.0033086764444959
2092.81593,1.0067978485037516,0.0033087481925351
2092.81732,0.9984267050926388,0.0033037692690829
2092.81871,1.00154749294585,0.0033066816537745
2092.82009,1.002629238620351,0.0033065955073193
2092.82148,1.0035653562747964,0.0033059624650962
2092.82287,1.000270576986212,0.0033063346275443
2092.82426,1.0051753861782076,0.0033092179713629
2092.82565,1.0088234586686,0.0033116859574854
2092.82704,0.9989178794786004,0.0033039576686959
2092.82843,1.0103651414875237,0.0033117242719145
2092.82982,1.0011715839811677,0.003310015009104
2092.83121,1.004817407390169,0.003308932443452
2092.83259,1.001735791037848,0.003306272885184
2092.83398,1.0018911650772635,0.0033074911376041
2092.83537,1.0043823350900116,0.0033115880970647
2092.83676,1.001341014779276,0.0033074279309981
2092.83815,1.003332888723262,0.0033160581951371
2092.83954,1.0023287363567444,0.0033144504533617
2092.84093,1.0009370547716916,0.0033098978694483
2092.84232,1.0053361330231685,0.0033145344034483
2092.84371,1.0012342458876953,0.0033104037663366
2092.84509,1.0074726353954804,0.0033167485869833
2092.84648,1.0052191807908455,0.0033134176720633
2092.84787,1.0072094303982717,0.0033178645862455
2092.84926,0.9985146066903298,0.0033119531823252
2092.85065,1.0045902501696964,0.0033160289102232
2092.85204,1.0054480872968448,0.0033171905451429
2092.85343,1.005555106086358,0.0033183975716793
2092.85482,1.0073419387768807,0.0033190347625985
2092.85621,1.000842905725693,0.0033131028592384
2092.85759,1.001845558704617,0.0033180598190051
2092.85898,1.003135656780184,0.0033157192222582
2092.86037,1.0037903268883617,0.0033158195230885
2092.86176,1.0064214397432047,0.0033189442234062
2092.86315,0.9987410766914888,0.0033132629501013
2092.86454,1.0095411655302036,0.0033266998447821
2092.86593,1.0057008590553795,0.0033190833267474
2092.86732,1.0007852417778111,0.0033172212943026
2092.86871,1.0034262256009812,0.0033200219082393
2092.87009,0.9972892946537149,0.0033169721284931
2092.87148,1.0120012232503788,0.0033273719335571
2092.87287,0.9994374797543628,0.0033175644158776
2092.87426,1.0067524295545536,0.0033229455188146
2092.87565,1.003888911622659,0.0033213934183756
2092.87704,1.0055356765221204,0.0033223088159773
2092.87843,1.005586343327897,0.0033218932142403
2092.87982,1.005040691192691,0.0033259582043365
2092.88121,1.0028041671729704,0.0033209199789336
2092.88259,1.0027599977134338,0.0033225731123256
2092.88398,1.0059007149267472,0.0033257688285597
2092.88537,0.99932133969032,0.0033214898145507
2092.88676,1.0018541177087985,0.0033244266033373
2092.88815,1.0035764767327844,0.0033239853773005
2092.88954,1.0047729255582174,0.0033240036803717
2092.89093,1.005185944365848,0.0033275334886657
2092.89232,1.005647006050966,0.0033301769402309
2092.89371,1.004703453933034,0.0033236937483659
2092.89509,0.9996863156204636,0.0033273028699684
2092.89648,0.9992392482195552,0.0033238750707913
2092.89787,0.9965828331990652,0.0033217497181619
2092.89926,1.002204099763003,0.0033249949747087
2092.90065,1.0051925041865712,0.0033328255166561
2092.90204,0.9955405713978696,0.0033209992922422
2092.90343,1.0009681670642647,0.0033292647151616
2092.90482,1.0013188363377832,0.003327289935798
2092.90621,1.0018361250576715,0.0033292737446767
2092.90759,0.9964641941556996,0.0033241393671397
2092.90898,1.0052711595607668,0.003330524698584
2092.91037,1.0047045784737296,0.0033257388115229
2092.91176,1.0045318990025012,0.0033288483813017
2092.91315,1.004491852858848,0.0033283954412994
2092.91454,0.9985270391124624,0.0033269143567767
2092.91593,1.0039736270217132,0.0033285628533908
2092.91732,1.0033167078321448,0.003335214433511
2092.91871,1.00241145257234,0.0033323984449944
2092.92009,1.0047420006890937,0.0033305369006315
2092.92148,1.012539378447615,0.0033350963176914
2092.92287,1.0042188393677955,0.0033319872359945
2092.92426,1.008332034384706,0.0033346240984541
2092.92565,1.0005274720606303,0.0033264802079275
2092.92704,1.005193816150716,0.0033306440346083
2092.92843,1.0053147667499556,0.0033322734960283
2092.92982,1.0034419066962337,0.0033354606708291
2092.93121,1.0036782476657191,0.0033324213848437
2092.93259,0.9998680538917386,0.0033323388990028
2092.93398,1.004316299561398,0.0033314698691815
2092.93537,1.0043835221051902,0.0033327069127546
2092.93676,1.0035104412041709,0.0033312170427578
2092.93815,1.0028425265055805,0.0033335212774032
2092.93954,1.00172873142126,0.0033319865038717
2092.94093,1.0022935632227712,0.0033346011586049
2092.94232,1.0031659569044769,0.0033352407899336
2092.94371,1.0000634740748076,0.0033331649776169
2092.94509,1.007862413695406,0.0033385180158447
2092.94648,1.0000461061685115,0.0033344740132702
2092.94787,1.0049118688085834,0.0033350897285858
2092.94926,1.0015397461099482,0.003332173195198
2092.95065,1.0127038112870774,0.0033434271435854
2092.95204,1.0057104176512903,0.003336688928928
2092.95343,1.0076638073137003,0.0033355861078771
2092.95482,0.9999317153899951,0.0033349647796196
2092.95621,0.9991842081999632,0.0033353652508178
2092.95759,1.004591687082807,0.0033349899158375
2092.95898,1.0003714108019006,0.0033305525192522
2092.96037,1.0011409090099763,0.0033315845684278
2092.96176,1.0035302456153063,0.0033354040533288
2092.96315,1.0030086461560856,0.0033344432641105
2092.96454,1.0016958698431608,0.0033313607828771
2092.96593,1.0003512315438663,0.0033313737170474
2092.96732,1.009077292493347,0.0033390212282826
2092.96871,0.9998215728763284,0.0033377456262395
2092.97009,1.0052744082338867,0.0033318278772545
2092.97148,1.004241392656187,0.0033351558636831
2092.97287,1.0031312835663684,0.0033344520495847
2092.97426,1.0056949239794872,0.0033361452056925
2092.97565,1.0055672886105582,0.0033357149614985
2092.97704,0.9997154287295784,0.0033293860035135
2092.97843,1.00426438326596,0.0033328535813653
2092.97982,1.0065865598019808,0.0033373990880912
2092.98121,1.004633420037503,0.0033346546035728
2092.98259,1.006727564710289,0.0033354003927146
2092.98398,1.000087776648725,0.0033313180757109
2092.98537,1.003987059035575,0.0033352256593947
2092.98676,1.0013427015903191,0.0033331586325522
2092.98815,0.9994821490097638,0.0033307143184018
2092.98954,1.0051641407712535,0.0033384445595189
2092.99093,1.004630546211282,0.003335538275851
2092.99232,1.0040315408675269,0.0033342831732476
2092.99371,1.00333263882533,0.0033373861539208
2092.99509,1.003777144772432,0.0033332808970679
2092.99648,1.0019558886417328,0.0033297135064678
2092.99787,0.9962583407339564,0.0033294338355396
2092.99926,1.0061388676562415,0.0033344637635503
2093.00065,1.0012861621831333,0.0033308356067537
2093.00204,1.0020675305429938,0.0033293677004423
2093.00343,1.0026917131034294,0.0033321175538615
2093.00482,1.00413125014252,0.0033361098197548
2093.00621,1.001148655845878,0.0033304912649739
2093.00759,0.99744566828486,0.0033245159223248
2093.00898,1.0056336365115872,0.0033353715958825
2093.01037,1.0022726967454227,0.0033280047317392
2093.01176,0.9964453268618098,0.0033262368991008
2093.01315,1.0055692877940163,0.0033290929103331
2093.01454,1.000595069451321,0.0033260145777958
2093.01593,0.9994665303889942,0.0033286265480786
2093.01732,1.0051265311324409,0.0033296088129004
2093.01871,1.00830573262733,0.0033311255274017
2093.02009,1.009828610626847,0.0033333282410121
2093.02148,1.0049558508446703,0.0033294528707337
2093.02287,1.0000790926955772,0.0033263123077543
2093.02426,1.004745686683595,0.0033265614735637
2093.02565,1.003655819326294,0.0033261605142836
2093.02704,1.0046162395546567,0.0033296293123402
2093.02843,1.00279523332189,0.0033232146959819
2093.02982,1.0058389901374658,0.0033265575689085
2093.03121,1.0020462267442642,0.0033247653321752
2093.03259,1.0088402643045482,0.0033303816905876
2093.03398,1.0074975627142289,0.003324418305945
2093.03537,1.0015578637100409,0.0033234311603042
2093.03676,1.0007545043321369,0.0033245871822821
2093.03815,0.996549159452686,0.0033176415328176
2093.03954,0.9987906814310528,0.0033185566863784
2093.04093,0.9995306916831156,0.0033194757445943
2093.04232,1.0094492030911124,0.0033302274567075
2093.04371,0.998985289445842,0.0033189735083201
2093.04509,1.0054198488304933,0.0033228569319499
2093.04648,0.9968752762543548,0.003316170209933
2093.04787,0.998717523811368,0.003318258468338
2093.04926,1.0018612397998692,0.0033208448143211
2093.05065,0.99731253516142,0.0033164862429626
2093.05204,1.0021061397735362,0.0033189847342038
2093.05343,1.0064889746594123,0.0033232103032448
2093.05482,1.0007285149471763,0.0033232120115315
2093.05621,1.006220646754591,0.0033228771873487
2093.05759,1.0036434493786444,0.0033189627705184
2093.05898,1.0023643468120988,0.0033193808126649
2093.06037,1.005488133440498,0.003319506249713
2093.06176,1.0003304275410012,0.0033144668041053
2093.06315,1.001424668112118,0.0033161641089092
2093.06454,1.0034364714162058,0.003321401471727
2093.06593,1.003261855236002,0.0033170697448729
2093.06732,0.9978470043641549,0.0033141485747071
2093.06871,0.999282855408744,0.0033150051584399
2093.07009,1.000552899175243,0.003313032331404
2093.07148,1.0069845847336727,0.0033197097798649
2093.07287,1.0019122814525443,0.003313583375868
2093.07426,0.9977284277952724,0.0033148284727925
2093.07565,1.0009248097730084,0.0033164774574884
2093.07704,1.0076704920833897,0.003317920227582
2093.07843,1.0067707970525788,0.0033158905390048
2093.07982,0.9999786337267874,0.0033139716450187
2093.08121,1.0053943592413974,0.0033163061407418
2093.08259,1.00179489189884,0.0033113035453175
2093.08398,1.0071257770654298,0.0033129517978906
2093.08537,1.0012135043593131,0.0033121745274664
2093.08676,1.0071113454598388,0.0033112969562119
2093.08815,1.0080118526589297,0.0033156281949841
2093.08954,1.002264887435038,0.0033120915535435
2093.09093,0.9995215704085862,0.0033105350603675
2093.09232,1.001283600729327,0.0033094402926679
2093.09371,0.9978835519367558,0.003308719639744
2093.09509,0.9952764292834144,0.0033058419088672
2093.09648,1.0002037292893184,0.0033078113193298
2093.09787,1.0053180154230756,0.003312147438921
2093.09926,1.0034497784811016,0.0033084502185357
2093.10065,1.0063172947799133,0.003312302160883
2093.10204,1.0065031563670712,0.0033103591068429
2093.10343,1.0029502949888904,0.0033082830504853
2093.10482,1.0046837119963814,0.0033110763431935
2093.10621,0.9956417800604564,0.0033070791964813
2093.10759,0.9977826556465844,0.0033059434299022
2093.10898,1.001349698732424,0.0033056225160535
2093.11037,1.0000441694595363,0.0033047676406074
2093.11176,1.00068109681452,0.0033047315225468
2093.11315,1.0037985735201278,0.0033057852913669
2093.11454,0.998025618911276,0.0033036775096858
2093.11593,0.9955242030833032,0.0033024514479554
2093.11732,1.008089321017947,0.0033087769893671
2093.11871,0.9966305637041368,0.0033034034516995
2093.12009,1.0052164943880737,0.0033061152347306
2093.12148,1.0037486564081484,0.0033061598942244
2093.12287,0.9998920440932406,0.0033035403586722
2093.12426,1.0020699045733508,0.0033048310912542
2093.12565,1.0039252717718108,0.0033069376527305
2093.12704,0.9977979618949384,0.0033000229964667
2093.12843,1.004384396747953,0.003304933588453
2093.12982,1.0018647383709216,0.0033036953246752
2093.13121,1.0018360001087057,0.0033061528170369
2093.13259,1.0004000865896336,0.0033029741836693
2093.13398,0.9986217504288092,0.0033008922703289
2093.13537,1.0018584284481309,0.003304653429443
2093.13676,1.0029924652649684,0.0033044389174484
2093.13815,1.010252062673152,0.0033086632662846
2093.13954,1.0017896440422616,0.0032992425535101
2093.14093,1.0052814053759915,0.0033021168678136
2093.14232,1.0023223014849871,0.0033057743095242
2093.1437,1.0038562374680091,0.0033080021593524
2093.14509,0.9997597231380808,0.0033017444613247
2093.14648,1.0095367298419051,0.0033071097016
2093.14787,1.0053235756520695,0.003306161602511
2093.14926,1.001348886564144,0.0033031718568384
2093.15065,1.0017011176997397,0.0033042185484709
2093.15204,1.0089362875850392,0.0033047007733872
2093.15343,0.9986804139684196,0.0032994797613131
2093.15482,1.0038944718516531,0.0033013840128422
2093.1562,1.000276886909003,0.0033019404262071
2093.15759,1.0071070971949891,0.0033036499330585
2093.15898,0.9995284426017248,0.0032986117076556
2093.16037,1.0018413729142503,0.0033020805057121
2093.16176,0.9992897900763656,0.0033033543994687
2093.16315,1.0069765879998387,0.0033058841279514
2093.16454,1.0015030735883812,0.0033013779118185
2093.16593,1.0069607194811367,0.0033046548936887
2093.16732,1.0057989439938124,0.0033043444736009
2093.1687,1.0030188919713103,0.0033005991771485
2093.17009,0.9996390224367736,0.0033001916287628
2093.17148,0.9956345330204196,0.0033011194724529
2093.17287,0.9960779769013092,0.0032971086594475
2093.17426,1.0036821835581529,0.0033041785257552
2093.17565,0.9985579639815862,0.0032980523657993
2093.17704,0.9996656365665648,0.0032994736602893
2093.17843,1.0077395888616745,0.0033055600415705
2093.17982,1.0070722989079148,0.0033021066180937
2093.1812,1.0026462941542311,0.0033050765964495
2093.18259,0.9968527229659636,0.0033040935995048
2093.18398,1.002794296204644,0.0033037314427357
2093.18537,1.005479324538384,0.0033065647581597
2093.18676,1.0092833958130225,0.0033054475386927
2093.18815,1.006486850526988,0.0033052593831207
2093.18954,0.997354830386464,0.00330067922258
2093.19093,0.9966572403084116,0.0032996047102792
2093.19232,1.002807978116438,0.0033046134067273
2093.1937,1.0043582824140265,0.0033048210855753
2093.19509,1.0036416376186352,0.0033058697295354
2093.19648,1.0007781821612236,0.0033018642854309
2093.19787,0.9963448054185368,0.0033011328947051
2093.19926,1.0021069519418162,0.0033052976975497
2093.20065,1.004575631140656,0.0033062082143324
